1	36	1	3	6229	1	1	4	0	0	4	2	23	1	2	2	3	1	1	1	0
2	9	3	0	1391	1	2	2	2	2	1	3	27	0	1	1	1	1	1	1	1
2	15	1	6	1537	4	0	4	3	1	4	3	50	1	1	2	1	1	1	1	1
2	36	4	0	1953	1	0	4	3	2	4	2	61	1	0	1	0	1	1	1	0
2	48	4	0	14421	1	2	2	3	2	2	0	25	1	1	1	1	1	1	1	0
3	24	3	6	3181	1	1	4	0	2	4	1	26	1	1	1	1	1	1	1	1
3	27	3	7	5190	4	0	4	3	2	4	1	48	1	1	4	1	2	1	1	1
3	12	3	6	2171	1	1	2	0	2	2	0	29	0	1	1	1	1	0	1	1
2	12	3	4	1007	0	2	4	2	2	1	3	22	1	1	1	1	1	0	1	1
3	36	3	2	1819	1	2	4	3	2	4	2	37	2	0	1	1	1	1	1	0
3	36	3	6	2394	4	2	4	0	2	4	0	25	1	1	1	1	1	0	1	1
3	36	3	9	8133	1	2	1	0	2	2	1	30	0	1	1	1	1	0	1	1
3	7	1	6	730	4	0	4	3	2	2	1	46	1	2	2	3	1	1	1	1
1	8	1	5	1164	1	0	3	3	2	4	2	51	0	0	2	0	2	1	1	1
2	42	1	0	5954	1	3	2	0	2	1	3	41	0	1	2	3	1	0	1	1
1	36	3	2	1977	4	0	4	3	2	4	2	40	1	1	1	0	1	1	1	0
1	12	1	9	1526	1	0	4	3	2	4	2	66	1	0	2	0	1	0	1	1
1	42	3	6	3965	1	1	4	3	2	3	0	34	1	1	1	1	1	0	1	0
2	11	2	6	4771	1	3	2	3	2	4	1	51	1	1	1	1	1	0	1	1
3	54	4	9	9436	4	2	2	3	2	2	1	39	1	1	1	3	2	0	1	1
2	30	3	3	3832	1	1	2	2	2	1	1	22	1	1	1	1	1	0	1	1
3	24	3	6	5943	4	1	1	0	2	1	0	44	1	1	2	1	1	1	1	0
3	15	3	6	1213	3	0	4	3	2	3	1	47	2	1	1	1	1	1	1	1
3	18	3	0	1568	2	2	3	0	2	4	1	24	1	2	1	3	1	0	1	1
1	24	3	5	1755	1	0	4	0	1	4	3	58	1	1	1	3	1	1	1	1
1	10	3	6	2315	1	0	3	3	2	4	3	52	1	1	1	3	1	0	1	1
3	12	1	0	1412	1	2	4	0	1	2	3	29	1	1	2	0	1	1	1	1
2	18	1	3	1295	1	1	4	0	2	1	1	27	1	1	2	1	1	0	1	1
2	36	3	2	12612	2	2	1	3	2	4	2	47	1	0	1	1	2	1	1	0
1	18	3	4	2249	2	3	4	3	2	3	0	30	1	1	1	0	2	1	1	1
1	12	4	7	1108	1	3	4	3	2	3	3	28	1	1	2	1	1	0	1	0
3	12	1	6	618	1	0	4	3	2	4	3	56	1	1	1	1	1	0	1	1
1	12	1	9	1409	1	0	4	3	2	3	3	54	1	1	1	1	1	0	1	1
3	12	1	6	797	4	0	4	0	2	3	1	33	0	1	1	3	2	0	1	0
0	24	1	3	3617	4	0	4	3	0	4	2	20	1	2	2	1	1	0	1	1
2	12	3	4	1318	0	0	4	3	2	4	3	54	1	1	1	1	1	1	1	1
2	54	4	0	15945	1	1	3	3	2	4	2	58	1	2	1	1	1	1	1	0
3	12	1	2	2012	4	3	4	0	2	2	0	61	1	1	1	1	1	0	1	1
2	18	3	0	2622	2	2	4	3	2	4	0	34	1	1	1	1	1	0	1	1
2	36	1	6	2337	1	0	4	3	2	4	3	36	1	1	1	1	1	0	1	1
2	20	2	9	7057	4	3	3	3	2	4	1	36	0	2	2	0	2	1	1	1
3	24	3	4	1469	2	0	4	2	2	4	3	41	1	2	1	3	1	0	1	1
2	36	3	6	2323	1	3	4	3	2	4	0	24	1	2	1	1	1	0	1	1
3	6	2	6	932	1	2	3	0	2	2	3	24	1	1	1	1	1	0	1	1
2	9	1	3	1919	1	3	4	3	2	3	0	35	1	2	1	1	1	1	1	1
3	12	3	9	2445	4	1	2	2	2	4	0	26	1	2	1	1	1	1	1	1
2	24	1	5	11938	1	2	2	3	0	3	0	39	1	1	2	0	2	1	1	0
3	18	0	4	6458	1	0	2	3	2	4	2	39	0	1	2	0	2	1	1	0
2	12	3	4	6078	1	3	2	3	2	2	0	32	1	1	1	1	1	0	1	1
1	24	3	3	7721	4	1	1	0	2	2	1	30	1	1	1	1	1	1	0	1
2	14	3	0	1410	3	0	1	2	2	2	3	35	1	1	1	1	1	1	1	1
2	6	2	0	1449	2	0	1	1	2	2	0	31	0	1	2	1	2	0	1	1
0	15	3	2	392	1	1	4	0	2	4	1	23	1	2	1	1	1	1	1	1
2	18	3	4	6260	1	3	3	3	2	3	3	28	1	2	1	3	1	0	1	1
3	36	1	4	7855	1	2	4	0	2	2	3	25	2	1	2	1	1	1	1	0
1	12	3	6	1680	3	0	3	2	2	1	3	35	1	1	1	1	1	0	1	1
3	48	1	6	3578	4	0	4	3	2	1	3	47	1	1	1	1	1	1	1	1
1	42	3	6	7174	4	3	4	0	2	3	0	30	1	1	1	0	1	1	1	0
1	10	1	3	2132	4	1	2	0	0	3	3	27	1	2	2	1	1	0	0	1
1	33	1	3	4281	3	2	1	0	2	4	0	23	1	1	2	1	1	0	1	0
2	12	1	4	2366	3	3	3	1	2	3	0	36	1	1	1	0	1	1	1	1
1	21	3	6	1835	1	2	3	0	2	2	3	25	1	1	2	1	1	1	1	0
3	24	1	9	3868	1	0	4	0	2	2	0	41	1	2	2	0	1	1	1	1
3	12	3	3	1768	1	2	3	3	2	2	3	24	1	2	1	3	1	0	1	1
0	10	1	4	781	1	0	4	3	2	4	2	63	1	0	2	1	1	1	1	1
2	18	3	3	1924	4	1	4	0	2	3	3	27	1	2	1	1	1	0	1	0
1	12	1	4	2121	1	2	4	3	2	2	1	30	1	1	2	1	1	0	1	1
1	12	3	6	701	1	2	4	2	2	2	3	40	1	1	1	3	1	0	1	1
2	12	3	7	639	1	2	4	3	2	2	0	30	1	1	1	1	1	0	1	0
2	12	1	9	1860	1	4	4	3	2	2	0	34	1	1	2	0	1	1	1	1
1	12	1	4	3499	1	2	3	0	0	2	3	29	1	1	2	1	1	0	1	0
2	48	3	4	8487	4	3	1	0	2	2	0	24	1	1	1	1	1	0	1	1
1	36	2	2	6887	1	2	4	3	2	3	1	29	2	1	1	1	1	1	1	0
3	15	3	3	2708	1	1	2	3	2	3	1	27	0	1	2	3	1	0	1	1
3	18	3	3	1984	1	2	4	3	2	4	2	47	0	0	2	1	1	0	1	1
3	60	3	6	10144	2	3	2	0	2	4	3	21	1	1	1	1	1	1	1	1
3	12	1	6	1240	4	0	4	0	2	2	3	38	1	1	2	1	1	1	1	1
3	27	2	9	8613	0	2	2	3	2	2	0	27	1	1	2	1	1	0	1	1
2	12	3	6	766	3	2	4	3	2	3	3	66	1	1	1	3	1	0	1	0
2	15	1	6	2728	4	3	4	3	1	2	3	35	0	1	3	1	1	1	1	1
0	12	3	6	1881	1	2	2	0	2	2	0	44	1	2	1	3	1	1	1	1
0	6	3	4	709	0	1	2	2	2	2	3	27	1	1	1	2	1	0	0	1
2	36	3	6	4795	1	1	4	0	2	1	2	30	1	1	1	0	1	1	1	1
1	27	3	6	3416	1	2	3	3	2	2	0	27	1	1	1	0	1	0	1	1
1	18	3	3	2462	1	2	2	3	2	2	0	22	1	1	1	1	1	0	1	0
3	21	1	3	2288	1	1	4	0	2	4	1	23	1	1	1	1	1	1	1	1
2	48	0	0	3566	2	3	4	3	2	2	0	30	1	1	1	1	1	0	1	1
1	6	1	4	860	1	0	1	0	2	4	2	39	1	1	2	1	1	1	1	1
3	12	1	4	682	2	3	4	0	2	3	0	51	1	1	2	1	1	1	1	1
1	36	1	3	5371	1	2	3	3	1	2	1	28	1	1	2	1	1	0	1	1
3	18	1	6	1582	0	0	4	3	2	4	0	46	1	1	2	1	1	0	1	1
3	6	3	6	1346	2	0	2	3	2	4	2	42	0	0	1	1	2	1	1	1
3	10	3	6	1924	1	2	1	3	2	4	1	38	1	1	1	1	1	1	0	1
0	36	3	6	5848	1	2	4	3	2	1	0	24	1	1	1	1	1	0	1	1
2	24	1	9	7758	0	0	2	0	2	4	2	29	1	2	1	1	1	0	1	1
2	24	2	0	6967	2	3	4	3	2	4	0	36	1	2	1	0	1	1	1	1
1	12	3	3	1282	1	2	2	0	2	4	0	20	1	2	1	1	1	0	1	0
1	9	1	7	1288	2	0	3	3	1	4	3	48	1	1	2	1	2	0	0	1
1	12	0	8	339	1	0	4	2	2	1	0	45	0	1	1	3	1	0	1	1
2	24	3	4	3512	2	3	2	3	2	3	0	38	0	1	2	1	1	1	1	1
3	6	1	6	1898	4	2	1	3	2	2	3	34	1	1	2	3	2	0	1	1
3	24	1	6	2872	2	0	3	3	2	4	3	36	1	1	1	1	2	1	1	1
3	18	1	4	1055	1	1	4	0	2	1	1	30	1	1	2	1	1	0	1	1
3	15	3	1	1262	3	3	4	3	2	3	1	36	1	1	2	1	1	1	1	1
2	10	3	4	7308	1	4	2	3	2	4	2	70	0	0	1	0	1	1	1	1
3	36	3	4	909	3	0	4	3	2	4	1	36	1	1	1	1	1	0	1	1
3	6	3	3	2978	3	2	1	3	2	2	0	32	1	1	1	1	1	1	1	1
1	18	3	3	1131	1	4	4	0	2	2	0	33	1	1	1	1	1	0	1	0
2	11	3	3	1577	0	1	4	0	2	1	3	20	1	1	1	1	1	0	1	1
3	24	3	3	3972	1	3	2	0	2	4	1	25	1	2	1	1	1	1	1	1
2	24	1	0	1935	1	0	4	1	2	4	3	31	1	1	2	1	1	1	1	0
1	15	4	4	950	1	0	4	3	2	3	0	33	1	2	2	1	2	0	1	0
3	12	3	3	763	1	2	4	0	2	1	3	26	1	1	1	1	1	1	1	1
2	24	2	3	2064	1	4	3	0	2	2	1	34	1	1	1	0	1	1	1	0
2	8	3	6	1414	1	2	4	3	1	2	3	33	1	1	1	1	1	0	0	1
1	21	2	2	3414	1	1	2	3	2	1	1	26	1	1	2	1	1	0	1	0
3	30	0	9	7485	4	4	4	0	2	1	3	53	0	1	1	0	1	1	1	0
1	12	3	3	2577	1	2	2	1	2	1	0	42	1	1	1	1	1	0	1	1
1	6	1	6	338	3	0	4	3	2	4	0	52	1	1	2	1	1	0	1	1
3	12	3	6	1963	1	3	4	3	2	2	0	31	1	2	2	0	2	1	1	1
1	21	1	4	571	1	0	4	3	2	4	3	65	1	1	2	1	1	0	1	1
3	36	2	0	9572	1	1	1	1	2	1	0	28	1	1	2	1	1	0	1	0
2	36	2	0	4455	1	2	2	1	2	2	3	30	2	1	2	0	1	1	1	0
1	21	0	4	1647	4	2	4	3	2	2	1	40	1	1	2	3	2	0	1	0
3	24	1	3	3777	0	2	4	3	2	4	3	50	1	1	1	1	1	1	1	1
2	18	1	4	884	1	0	4	3	2	4	0	36	0	1	1	1	2	1	1	0
3	15	1	6	1360	1	2	4	3	2	2	1	31	1	1	2	1	1	0	1	1
2	9	0	9	5129	1	0	2	0	2	4	2	74	0	0	1	0	2	1	1	0
2	16	1	4	1175	1	4	2	3	2	3	0	68	1	0	3	2	1	1	1	1
1	12	3	6	674	2	3	4	2	2	1	1	20	1	1	1	1	1	0	1	0
2	18	4	3	3244	1	2	1	0	2	4	0	33	0	1	2	1	1	1	1	1
3	24	3	0	4591	0	2	2	3	2	3	1	54	1	1	3	0	1	1	1	0
2	48	4	0	3844	2	3	4	3	2	4	2	34	1	0	1	3	2	0	1	0
2	27	3	0	3915	1	2	4	3	2	2	0	36	1	1	1	1	2	1	1	0
3	6	3	6	2108	1	3	2	2	2	2	3	29	1	2	1	1	1	0	1	1
2	45	3	6	3031	2	2	4	3	1	4	1	21	1	2	1	1	1	0	1	0
2	9	1	2	1501	1	0	2	0	2	3	0	34	1	1	2	0	1	1	1	0
3	6	1	6	1382	1	2	1	0	2	1	0	28	1	1	2	1	1	1	1	1
2	12	3	3	951	2	1	4	0	2	4	0	27	0	2	4	1	1	0	1	0
2	24	3	9	2760	4	0	4	3	2	4	2	36	0	0	1	1	1	1	1	1
2	18	2	3	4297	1	0	4	1	2	3	2	40	1	1	1	0	1	1	1	0
3	9	1	2	936	3	0	4	3	2	2	0	52	1	1	2	1	1	1	1	1
1	12	3	4	1168	1	2	4	2	2	3	3	27	1	1	1	3	1	0	1	1
3	27	2	0	5117	1	3	3	3	2	4	0	26	1	1	2	1	1	0	1	1
1	12	3	8	902	1	3	4	2	2	4	1	21	1	2	1	1	1	0	1	0
3	12	1	4	1495	1	0	4	3	2	1	3	38	1	1	2	3	2	0	1	1
1	30	1	9	10623	1	0	3	3	2	4	2	38	1	0	3	0	2	1	1	1
3	12	1	3	1935	1	0	4	3	2	4	3	43	1	1	3	1	1	1	1	1
2	12	1	1	1424	1	3	4	3	2	3	1	26	1	1	1	1	1	0	1	1
1	24	3	0	6568	1	2	2	2	2	2	0	21	2	1	1	3	1	0	1	1
3	12	3	9	1413	0	3	3	3	2	2	1	55	1	1	1	1	1	0	0	1
3	9	1	6	3074	4	2	1	3	2	2	3	33	1	1	2	1	2	0	1	1
3	36	3	6	3835	4	0	2	0	2	4	3	45	1	1	1	3	1	1	1	1
1	27	4	0	5293	1	4	2	3	2	4	1	50	2	1	2	1	1	1	1	0
0	30	2	0	1908	1	0	4	3	2	4	3	66	1	1	1	0	1	1	1	0
3	36	1	6	3342	4	0	4	3	2	2	0	51	1	1	1	1	1	1	1	1
2	6	1	8	932	4	3	1	0	2	3	1	39	1	1	2	3	1	0	1	1
1	18	4	0	3104	1	3	3	3	2	1	1	31	0	1	1	1	1	1	1	1
0	36	3	6	3913	1	2	2	3	2	2	3	23	1	1	1	1	1	1	1	1
1	24	3	3	3021	1	2	2	1	2	2	3	24	1	2	1	3	1	0	1	1
3	10	3	4	1364	1	2	2	0	2	4	0	64	1	1	1	1	1	1	1	1
2	12	3	6	625	1	1	4	2	1	1	3	26	0	1	1	3	1	0	1	1
1	12	3	2	1200	4	2	4	0	2	4	1	23	0	2	1	1	1	1	1	1
3	12	3	6	707	1	2	4	3	2	2	3	30	0	1	2	1	1	0	1	1
3	24	2	0	2978	4	2	4	3	2	4	3	32	1	1	2	1	2	1	1	1
3	15	3	9	4657	1	2	3	3	2	2	0	30	1	1	1	1	1	1	1	1
3	36	4	7	2613	1	2	4	3	2	2	0	27	1	1	2	1	1	0	1	1
2	48	3	6	10961	0	3	1	3	0	2	2	27	0	1	2	1	1	1	1	0
1	12	3	3	7865	1	0	4	3	2	4	2	53	1	0	1	0	1	1	1	0
3	9	3	6	1478	1	3	4	3	2	2	0	22	1	1	1	1	1	0	1	0
1	24	3	3	3149	1	1	4	3	2	1	2	22	0	0	1	1	1	0	1	1
0	36	3	6	4210	1	2	4	3	2	2	0	26	1	1	1	1	1	0	1	0
3	9	3	4	2507	3	0	2	3	2	4	2	51	1	0	1	3	1	0	1	1
3	12	3	6	2141	2	3	3	3	2	1	2	35	1	1	1	1	1	0	1	1
2	18	3	6	866	1	2	4	2	1	2	3	25	1	1	1	3	1	0	1	1
3	4	1	6	1544	1	3	2	3	2	1	3	42	1	1	3	3	2	0	1	1
1	24	3	6	1823	1	4	4	3	2	2	0	30	2	1	1	0	2	0	1	0
2	6	3	4	14555	4	4	1	3	2	2	1	23	1	1	1	2	1	1	1	0
2	21	3	0	2767	2	0	4	1	2	2	0	61	0	2	2	3	1	0	1	0
3	12	1	6	1291	1	2	4	0	2	2	1	35	1	1	2	1	1	0	1	1
1	30	3	6	2522	1	0	1	3	1	3	1	39	1	1	1	1	2	0	1	1
1	24	3	4	915	4	0	4	0	2	2	0	29	0	1	1	1	1	0	1	0
3	6	3	6	1595	1	3	3	3	2	2	1	51	1	1	1	1	2	0	1	1
1	48	4	9	4605	1	0	3	3	2	4	2	24	1	0	2	1	2	0	1	0
3	12	1	0	1185	1	2	3	0	2	2	3	27	1	1	2	1	1	0	1	1
3	12	0	8	3447	3	2	4	0	2	3	3	35	1	1	1	3	2	0	1	1
3	24	3	0	1258	1	3	4	3	2	1	3	25	1	1	1	1	1	1	1	1
3	12	1	6	717	1	0	4	3	2	4	3	52	1	1	3	1	1	0	1	1
3	6	4	4	1204	2	2	4	3	2	1	2	35	0	2	1	1	1	0	0	1
0	24	3	3	1925	1	2	2	3	2	2	3	26	1	1	1	1	1	0	1	1
3	18	3	6	433	1	4	3	0	0	4	3	22	1	2	1	1	1	0	1	0
1	6	1	4	666	0	3	3	0	2	4	3	39	1	1	2	3	1	1	1	1
0	12	3	3	2251	1	2	1	0	2	2	0	46	1	1	1	3	1	0	1	1
2	30	3	4	2150	1	2	4	0	1	2	2	24	0	1	1	1	1	0	1	0
3	24	2	3	4151	2	2	2	3	2	3	1	35	1	1	2	1	1	0	1	1
2	9	3	3	2030	4	3	2	3	2	1	0	24	1	1	1	1	1	1	1	1
2	60	2	6	7418	4	2	1	3	2	1	3	27	1	1	1	3	1	0	1	1
3	24	1	6	2684	1	2	4	3	2	2	3	35	1	1	2	3	1	0	1	1
1	12	0	6	2149	1	2	4	1	2	1	2	29	1	0	1	1	1	0	1	0
3	15	3	9	3812	2	1	1	0	2	4	0	23	1	1	1	1	1	1	1	1
3	11	1	6	1154	2	4	4	0	2	4	3	57	1	1	3	3	1	0	1	1
1	12	3	3	1657	1	2	2	3	2	2	3	27	1	1	1	1	1	0	1	1
1	24	3	6	1603	1	0	4	0	2	4	0	55	1	1	1	1	1	0	1	1
1	18	1	4	5302	1	0	2	3	2	4	2	36	1	0	3	0	1	1	1	1
3	12	1	2	2748	1	0	2	0	2	4	2	57	0	0	3	3	1	0	1	1
3	10	1	4	1231	1	0	3	3	2	4	3	32	1	1	2	3	2	0	0	1
2	15	3	6	802	1	0	4	3	2	3	0	37	1	1	1	1	2	0	1	0
3	36	1	0	6304	4	0	4	3	2	4	3	36	1	1	2	1	1	0	1	1
3	24	3	6	1533	1	1	4	0	2	3	0	38	2	1	1	1	1	1	1	1
1	14	3	4	8978	1	0	1	1	2	4	1	45	1	1	1	0	1	1	0	0
3	24	3	6	999	4	0	4	3	2	2	0	25	1	1	2	1	1	0	1	1
3	18	3	4	2662	4	3	4	3	2	3	1	32	1	1	1	1	1	0	0	1
3	12	1	3	1402	3	3	3	0	2	4	0	37	1	2	1	1	1	1	1	1
2	48	0	4	12169	4	4	4	3	0	4	2	36	1	0	1	0	1	1	1	1
2	48	3	6	3060	1	3	4	3	2	4	3	28	1	1	2	1	1	0	1	0
1	30	3	7	11998	1	1	1	1	2	1	2	34	1	1	1	3	1	1	1	0
3	9	3	6	2697	1	2	1	3	2	2	3	32	1	1	1	1	2	0	1	1
3	18	1	6	2404	1	2	2	0	2	2	0	26	1	1	2	1	1	0	1	1
1	12	3	3	1262	4	0	2	1	2	4	1	49	1	1	1	3	1	1	1	1
3	6	3	3	4611	1	1	1	0	2	4	1	32	1	1	1	1	1	0	1	0
3	24	3	6	1901	2	2	4	3	2	4	0	29	1	2	1	0	1	1	1	1
3	15	1	9	3368	0	0	3	3	2	4	2	23	1	2	2	1	1	1	1	1
3	12	3	3	1574	1	2	4	3	2	2	3	50	1	1	1	1	1	0	1	1
0	18	0	6	1445	4	3	4	3	2	4	0	49	0	1	1	3	1	0	1	1
3	15	1	3	1520	4	0	4	3	2	4	1	63	1	1	1	1	1	0	1	1
2	24	1	4	3878	2	1	4	1	2	2	0	37	1	1	1	1	1	1	1	1
1	47	3	4	10722	1	1	1	0	2	1	3	35	1	1	1	3	1	1	1	1
1	48	3	9	4788	1	3	4	3	2	3	1	26	1	1	1	1	2	0	1	1
2	48	2	5	7582	2	4	2	3	2	4	2	31	1	0	1	0	1	1	1	1
2	12	3	6	1092	1	2	4	0	1	4	3	49	1	1	2	1	1	1	1	1
1	24	2	6	1024	1	1	4	2	2	4	3	48	2	1	1	1	1	0	1	0
3	12	3	0	1076	1	2	2	2	2	2	3	26	1	1	1	1	1	1	0	1
2	36	3	9	9398	1	1	1	2	2	4	0	28	1	2	1	0	1	1	1	0
1	24	1	9	6419	1	0	2	0	2	4	2	44	1	0	2	0	2	1	1	1
0	42	1	9	4796	1	0	4	3	2	4	2	56	1	0	1	1	1	0	1	1
3	48	1	0	7629	4	0	4	1	2	2	0	46	0	1	2	0	2	0	1	1
2	48	3	3	9960	1	1	1	0	2	2	0	26	1	1	1	1	1	1	1	0
3	12	3	9	4675	4	1	1	0	2	4	0	20	1	2	1	1	1	0	1	1
3	10	3	4	1287	4	0	4	3	0	2	1	45	1	1	1	3	1	0	0	1
3	18	3	3	2515	1	2	3	3	2	4	3	43	1	1	1	1	1	1	1	1
2	21	1	3	2745	0	3	3	3	2	2	0	32	1	1	2	1	1	1	1	1
3	6	3	4	672	1	4	1	0	2	4	3	54	1	1	1	2	1	1	1	1
2	36	4	6	3804	1	2	4	0	2	1	0	42	1	1	1	1	1	1	1	0
0	24	1	4	1344	4	3	4	3	2	2	3	37	0	1	2	3	2	0	1	0
1	10	1	4	1038	1	3	4	3	0	3	1	49	1	1	2	1	1	1	1	1
3	48	1	4	10127	3	2	2	3	2	2	2	44	0	0	1	1	1	0	1	0
3	6	3	3	1543	0	2	4	1	2	2	3	33	1	1	1	1	1	0	1	1
3	30	3	9	4811	4	3	2	0	2	4	1	24	2	2	1	3	1	0	1	1
1	12	3	6	727	2	1	4	2	2	3	2	33	1	1	1	3	1	1	1	0
2	8	3	3	1237	1	2	3	0	2	4	3	24	1	1	1	1	1	0	1	0
2	9	3	4	276	1	2	4	2	2	4	3	22	1	2	1	3	1	0	1	1
2	48	3	5	5381	4	4	3	3	2	4	2	40	0	0	1	2	1	1	1	1
3	24	3	3	5511	2	2	4	3	2	1	0	25	2	1	1	1	1	0	1	1
0	24	3	3	3749	1	1	2	0	2	4	0	26	1	1	1	1	1	0	1	1
2	12	3	4	685	1	3	2	2	2	3	0	25	0	1	1	3	1	0	1	0
0	4	3	4	1494	4	1	1	3	2	2	3	29	1	1	1	3	2	0	0	1
1	36	0	3	2746	1	0	4	3	2	4	0	31	0	1	1	1	1	0	1	0
1	12	3	3	708	1	2	2	3	1	3	1	38	1	1	1	3	2	0	1	1
2	24	3	3	4351	4	2	1	0	2	4	1	48	1	1	1	3	1	1	1	1
3	12	1	2	701	1	2	4	3	2	2	0	32	1	1	2	1	1	0	1	1
1	15	2	3	3643	1	0	1	0	2	4	1	27	1	1	2	3	1	0	1	1
2	30	1	4	4249	1	4	4	2	2	2	0	28	1	1	2	0	1	0	1	0
1	24	3	6	1938	1	1	4	1	2	3	1	32	1	1	1	1	1	0	1	0
1	24	3	9	2910	1	3	2	3	2	1	2	34	1	0	1	0	1	1	1	1
1	18	3	3	2659	0	2	4	3	2	2	0	28	1	1	1	1	1	0	1	1
3	18	1	4	1028	1	2	4	0	2	3	3	36	1	1	2	1	1	0	1	1
1	8	1	4	3398	1	3	1	3	2	4	3	39	1	1	2	3	1	0	0	1
