0	75	4	2	2	0
0	104	10	28	1	1
0	103	5	9	1	0
0	122	0	9	1	1
0	110	10	10	1	1
1	107	10	10	1	1
1	104	0	27	1	1
1	70	5	19	1	0
1	116	2	0	1	0
1	103	7	12	0	0
1	95	10	12	1	1
1	113	6	28	2	0
1	126	4	20	2	0
1	118	10	26	1	1
1	115	10	1	1	1
1	89	4	12	2	0
1	113	0	20	1	1
1	85	10	8	1	1
1	95	10	12	1	1
1	109	0	18	1	1
1	111	10	25	1	1
1	116	10	27	1	1
1	90	9	12	2	0
1	90	4	2	2	0
1	82	7	4	0	0
1	84	2	5	1	0
1	117	9	2	2	0
1	71	9	10	2	0
1	104	1	25	1	1
1	86	4	0	2	0
1	79	6	13	2	0
1	80	6	23	2	0
1	99	10	0	1	1
1	86	4	20	2	0
1	116	0	0	1	1
1	124	10	23	1	1
1	98	7	2	0	0
1	101	5	6	1	0
1	87	7	12	0	0
1	97	0	10	1	1
1	120	0	12	1	1
1	103	10	12	1	1
1	107	10	10	1	1
1	105	8	18	1	0
1	99	10	8	2	1
1	103	10	2	2	1
1	101	3	2	1	0
0	102	5	0	1	0
0	105	10	0	2	1
0	70	4	0	2	0
0	101	0	12	1	1
0	90	10	11	2	1
0	85	10	12	1	1
0	104	10	0	1	1
0	87	10	0	2	1
0	85	10	8	1	1
0	102	6	11	2	0
0	94	5	8	1	0
0	93	10	8	1	1
0	99	0	8	1	1
0	103	10	9	1	1
0	89	5	0	1	0
0	77	7	28	0	0
0	92	6	8	2	0
0	109	10	12	1	1
0	91	5	0	1	0
0	109	10	19	1	1
0	105	3	18	1	0
0	105	10	0	1	1
0	90	5	25	1	0
0	99	0	25	1	1
0	110	10	8	1	1
0	88	10	8	1	1
0	101	10	24	1	1
0	91	4	0	2	0
0	78	10	0	1	1
0	118	0	23	1	1
0	100	7	2	0	0
0	100	6	0	2	0
0	85	10	18	1	1
0	106	0	20	1	1
0	70	4	28	2	0
0	97	4	0	2	0
0	86	7	28	0	0
0	92	4	0	2	0
0	102	7	9	0	0
0	86	4	0	2	0
0	78	10	13	1	1
0	100	4	0	2	0
1	104	10	20	1	1
1	70	5	4	1	0
1	107	10	27	1	1
1	114	10	8	1	1
1	103	4	4	2	0
1	115	5	8	1	0
1	106	10	18	1	1
1	114	10	20	1	1
1	90	10	19	1	1
1	103	10	8	1	1
1	92	3	19	1	0
1	113	0	8	1	1
1	92	5	8	1	0
1	108	0	8	1	1
1	96	3	0	1	0
1	70	3	0	1	0
1	112	10	27	1	1
1	106	10	2	1	1
1	91	10	8	1	1
1	96	6	0	2	0
1	70	7	0	0	0
1	109	10	18	1	1
1	74	6	8	2	0
1	99	3	12	1	0
1	107	10	8	1	1
1	90	5	8	1	0
1	78	6	4	2	0
1	70	7	8	0	0
1	88	4	19	2	0
1	93	6	0	2	0
1	88	4	12	2	0
1	108	10	19	1	1
1	101	0	18	1	1
1	98	4	2	2	0
1	103	10	6	1	1
1	73	10	8	1	1
1	109	2	12	1	0
1	102	6	8	2	0
1	93	4	8	2	0
1	93	4	0	2	0
1	101	10	20	1	1
1	100	9	8	2	0
1	70	7	4	0	0
1	102	4	0	2	0
1	113	6	2	2	0
1	91	5	8	1	0
1	109	5	8	1	0
1	80	7	19	0	0
1	118	10	0	2	1
1	70	7	19	0	0
1	88	6	8	2	0
1	72	6	8	2	0
1	81	10	19	1	1
1	70	4	8	2	0
1	97	4	0	2	0
1	87	10	10	1	1
1	99	6	0	2	0
1	81	7	0	0	0
1	84	6	0	2	0
1	90	4	19	2	0
1	95	10	8	1	1
1	84	4	20	2	0
1	104	9	10	2	0
1	105	4	4	2	0
1	107	3	19	1	0
1	84	4	10	2	0
1	108	6	28	2	0
1	70	9	0	2	0
1	99	0	8	1	1
1	87	10	0	1	1
1	81	7	0	0	0
1	103	10	12	1	1
1	114	10	8	1	1
1	101	10	6	1	1
1	70	7	19	0	0
1	70	6	28	2	0
1	109	10	28	1	1
1	78	10	19	2	1
1	70	7	8	0	0
1	70	6	19	2	0
1	104	10	8	1	1
1	86	7	0	0	0
1	99	6	6	2	0
1	98	6	19	2	0
1	118	6	0	2	0
1	76	4	28	2	0
1	102	3	0	1	0
1	106	6	8	2	0
1	108	6	6	2	0
1	110	9	8	2	0
1	110	6	8	2	0
1	89	9	2	2	0
1	83	6	0	2	0
1	96	5	8	1	0
1	113	0	23	1	1
1	95	10	8	1	1
1	108	6	9	2	0
1	96	5	2	1	0
1	79	8	20	1	0
0	99	5	8	1	0
0	107	0	8	1	1
0	94	4	8	2	0
0	88	5	8	1	0
0	82	5	18	1	0
0	100	10	18	1	1
0	102	10	10	1	1
0	111	10	19	1	1
0	111	10	18	1	1
0	94	7	19	0	0
0	94	10	0	1	1
0	93	6	0	2	0
0	90	10	19	1	1
0	84	5	0	1	0
0	100	6	1	2	0
0	106	10	16	1	1
0	114	1	18	1	1
0	101	10	28	1	1
0	115	10	12	1	1
0	108	10	19	1	1
0	117	0	16	1	1
0	110	5	2	1	0
0	93	10	12	1	1
0	114	0	28	1	1
0	72	7	28	0	0
0	116	10	28	1	1
0	117	0	8	1	1
0	102	10	10	1	1
0	84	10	0	1	1
0	94	3	2	1	0
0	81	10	8	1	1
0	101	5	0	1	0
0	91	10	8	1	1
0	93	10	9	1	1
0	116	10	0	1	1
0	90	10	18	1	1
0	115	10	6	1	1
0	89	7	0	0	0
0	108	0	8	1	1
0	100	10	0	1	1
0	86	6	8	2	0
0	84	5	8	1	0
0	90	6	8	2	0
0	103	0	2	1	1
0	100	10	18	1	1
0	102	10	12	1	1
0	82	5	6	1	0
0	83	5	8	1	0
0	113	10	8	1	1
0	117	0	18	1	1
0	111	10	0	1	1
0	100	10	8	1	1
0	91	0	19	1	1
0	97	10	19	1	1
0	109	1	12	1	1
0	100	3	8	1	0
0	98	5	8	1	0
0	85	8	6	1	0
0	91	7	0	0	0
0	85	5	4	1	0
0	81	10	8	1	1
0	87	10	8	1	1
0	95	0	8	1	1
0	102	3	8	1	0
0	94	7	9	0	0
0	89	8	8	1	0
0	112	4	8	2	0
0	118	10	8	1	1
0	70	8	8	1	0
0	103	0	8	1	1
0	90	10	8	1	1
0	97	10	8	1	1
0	104	9	8	2	0
0	91	4	8	2	0
0	94	6	8	2	0
0	107	3	18	1	0
0	90	3	8	1	0
0	70	10	8	1	1
0	97	6	8	2	0
0	104	5	0	1	0
0	96	5	2	1	0
0	81	4	0	2	0
0	114	10	2	1	1
0	106	6	0	2	0
0	105	10	0	1	1
0	92	4	2	2	0
0	96	10	9	1	1
0	84	6	0	2	0
0	89	4	0	2	0
0	111	10	19	1	1
0	102	6	0	2	0
0	99	6	8	2	0
0	104	3	8	1	0
0	70	6	4	2	0
0	70	6	6	2	0
0	90	4	0	2	0
0	104	10	0	1	1
0	102	10	8	1	1
0	86	10	8	1	1
0	73	10	6	1	1
0	81	5	8	1	0
0	93	10	18	1	1
0	111	8	8	1	0
0	104	3	0	1	0
0	105	5	2	1	0
0	73	5	8	1	0
0	85	10	2	1	1
0	107	0	20	1	1
0	112	0	21	1	1
1	127	0	10	1	1
1	114	5	24	1	0
1	114	10	26	1	1
1	109	4	0	2	0
1	93	10	16	1	1
0	114	10	10	1	1
0	100	10	4	1	1
0	92	3	0	1	0
0	110	10	20	1	1
0	93	6	8	2	0
0	96	4	12	2	0
1	120	2	27	1	0
1	114	0	27	1	1
1	127	0	10	1	1
1	106	10	27	1	1
1	110	10	17	1	1
1	92	9	9	2	0
1	125	0	26	1	1
1	108	10	26	1	1
0	112	10	0	1	1
0	93	10	25	1	1
0	114	10	27	1	1
0	104	10	0	1	1
0	92	10	27	1	1
0	104	5	12	1	0
0	109	10	26	1	1
0	109	0	10	1	1
0	104	5	0	1	0
1	123	9	7	2	0
1	125	0	4	1	1
1	127	0	8	1	1
1	129	0	12	1	1
1	119	1	25	1	1
1	125	6	26	2	0
1	121	10	8	1	1
1	124	10	7	1	1
1	125	10	0	1	1
1	129	5	0	1	0
1	122	10	21	1	1
1	121	1	8	1	1
1	129	1	28	1	1
1	122	10	10	1	1
1	126	6	16	2	0
1	122	0	6	1	1
1	123	10	23	1	1
1	119	0	26	1	1
0	120	0	10	1	1
0	127	4	6	2	0
0	127	10	21	1	1
0	120	10	20	1	1
0	127	10	19	1	1
0	123	10	8	1	1
0	120	0	8	1	1
0	123	10	8	1	1
0	122	6	0	2	0
0	119	0	8	1	1
1	130	9	28	2	0
1	134	1	21	1	1
1	136	0	20	1	1
1	135	0	20	1	1
1	140	0	26	1	1
1	131	10	3	1	1
1	137	0	21	1	1
1	136	0	0	1	1
1	132	0	8	1	1
0	135	0	21	1	1
0	134	0	28	1	1
					
					
